---Entering main---
Interrupt controller driver initialized!
Connected to Interrupt Controller!
Started Interrupt Controller!
Initialized Timer!
Interrupts enabled!
0,8257
1,4510
2,4613
3,4505
4,4695
5,4570
6,4164
7,4119
8,4585
9,4284
10,4164
11,4164
12,4119
13,4495
14,4495
15,4119
16,4119
17,4164
18,4239
19,4645
20,4615
21,4645
22,4164
23,4179
24,4510
25,4585
26,4299
27,4119
28,4239
29,4238
30,4179
31,4179
32,4254
33,4179
34,4179
35,4239
36,4239
37,4228
38,4179
39,4179
40,4179
41,4164
42,4254
43,4314
44,4624
45,4179
46,4119
47,4645
48,4570
49,4570
50,4570
51,4450
52,4570
53,4584
54,4450
55,4585
56,4500
57,4450
58,4585
59,4645
60,4450
61,4510
62,4119
63,4645
64,4585
65,4645
66,4239
67,4254
68,4254
69,4179
70,4314
71,4299
72,4699
73,4570
74,4495
75,4570
76,4510
77,4510
78,4555
79,4570
80,4314
81,4119
82,4119
83,4645
84,4254
85,4314
86,4164
87,4239
88,4119
89,4299
90,4119
91,4179
92,4179
93,4179
94,4164
95,4119
96,4179
97,4179
98,4584
99,4239
100,4239
101,4359
102,4119
103,4163
104,4119
105,4164
106,4254
107,4314
108,4314
109,4179
110,4239
111,4299
112,4119
113,4164
114,4239
115,4239
116,4119
117,4179
118,4239
119,4705
120,4495
121,4585
122,4450
123,4630
124,4510
125,4450
126,4119
127,4239
128,4585
129,4630
130,4645
131,4179
132,4374
133,4253
134,4119
135,4314
136,4254
137,4179
138,4239
139,4119
140,4253
141,4224
142,4253
143,4179
144,4630
145,4178
146,4164
147,4164
148,4644
149,4510
150,4119
151,4645
152,4510
153,4644
154,4645
155,4314
156,4179
157,4239
158,4119
159,4119
160,4254
161,4119
162,4314
163,4239
164,4239
165,4119
166,4164
167,4179
168,4179
169,4119
170,4570
171,4239
172,4239
173,4299
174,4254
175,4119
176,4224
177,4239
178,4314
179,4238
180,4119
181,4164
182,4254
183,4179
184,4254
185,4645
186,4164
187,4705
188,4615
189,4239
190,4359
191,4118
192,4179
193,4254
194,4119
195,4179
196,4314
197,4179
198,4179
199,4299
200,4164
201,4314
202,4314
203,4645
204,4570
205,4585
206,4179
207,4450
208,4510
209,4510
210,4645
211,4450
212,4645
213,4254
214,4239
215,4254
216,4254
217,4254
218,4314
219,4615
220,4179
221,4179
222,4645
223,4645
224,4239
225,4164
226,4254
227,4239
228,4164
229,4254
230,4179
231,4163
232,4253
233,4164
234,4299
235,4284
236,4314
237,4179
238,4119
239,4254
240,4314
241,4119
242,4164
243,4164
244,4179
245,4299
246,4645
247,4495
248,4645
249,4645
250,4164
251,4299
252,4179
253,4179
254,4314
255,4314
256,4239
257,4253
258,4630
259,4615
260,4510
261,4630
262,4179
263,4645
264,4314
265,4164
266,4119
267,4119
268,4179
269,4119
270,4450
271,4570
272,4645
273,4239
274,4179
275,4179
276,4239
277,4239
278,4299
279,4314
280,4284
281,4164
282,4254
283,4645
284,4119
285,4570
286,4705
287,4495
288,4510
289,4510
290,4570
291,4450
292,4645
293,4645
294,4239
295,4299
296,4179
297,4313
298,4179
299,4254
300,4119
301,4239
302,4239
303,4284
304,4585
305,4644
306,4570
307,4239
308,4179
309,4254
310,4239
311,4178
312,4239
313,4254
314,4238
315,4119
316,4284
317,4179
318,4119
319,4179
320,4314
321,4164
322,4119
323,4119
324,4284
325,4254
326,4179
327,4179
328,4254
329,4253
330,4179
331,4314
332,4254
333,4239
334,4224
335,4555
336,4119
337,4615
338,4179
339,4570
340,4119
341,4164
342,4164
343,4119
344,4254
345,4119
346,4314
347,4645
348,4690
349,4450
350,4510
351,4645
352,4555
353,4239
354,4179
355,4164
356,4374
357,4119
358,4314
359,4164
360,4314
361,4119
362,4179
363,4119
364,4254
365,4359
366,4179
367,4254
368,4254
369,4179
370,4119
371,4179
372,4239
373,4314
374,4164
375,4179
376,4239
377,4645
378,4645
379,4450
380,4494
381,4118
382,4645
383,4630
384,4179
385,4570
386,4118
387,4510
388,4510
389,4644
390,4314
391,4239
392,4179
393,4314
394,4254
395,4314
396,4119
397,4118
398,4359
399,4570
400,4645
401,4450
402,4630
403,4645
404,4239
405,4119
406,4254
407,4314
408,4239
409,4179
410,4179
411,4254
412,4374
413,4645
414,4570
415,4495
416,4645
417,4239
418,4314
419,4179
420,4119
421,4314
422,4179
423,4314
424,4119
425,4254
426,4119
427,4119
428,4179
429,4119
430,4179
431,4359
432,4164
433,4119
434,4119
435,4705
436,4224
437,4179
438,4314
439,4119
440,4359
441,4299
442,4119
443,4119
444,4179
445,4239
446,4314
447,4705
448,4615
449,4179
450,4118
451,4510
452,4450
453,4645
454,4495
455,4450
456,4510
457,4119
458,4224
459,4585
460,4645
461,4645
462,4119
463,4615
464,4314
465,4239
466,4314
467,4118
468,4314
469,4254
470,4239
471,4179
472,4254
473,4164
474,4570
475,4179
476,4585
477,4645
478,4510
479,4510
480,4645
481,4254
482,4179
483,4179
484,4314
485,4179
486,4254
487,4119
488,4179
489,4119
490,4119
491,4555
492,4585
493,4299
494,4374
495,4314
496,4179
497,4164
498,4239
499,4179
500,4645
501,4570
502,4615
503,4704
504,4299
505,4239
506,4179
507,4314
508,4645
509,4569
510,4570
511,4570
512,4645
513,4239
514,4374
515,4314
516,4119
517,4179
518,4179
519,4164
520,4314
521,4119
522,4179
523,4314
524,4253
525,4179
526,4178
527,4224
528,4118
529,4314
530,4119
531,4179
532,4284
533,4119
534,4314
535,4179
536,4239
537,4119
538,4254
539,4585
540,4179
541,4119
542,4615
543,4178
544,4645
545,4645
546,4118
547,4450
548,4510
549,4119
550,4239
551,4179
552,4179
553,4239
554,4164
555,4615
556,4119
557,4615
558,4119
559,4645
560,4705
561,4164
562,4179
563,4449
564,4510
565,4510
566,4510
567,4630
568,4555
569,4585
570,4359
571,4239
572,4179
573,4314
574,4224
575,4254
576,4254
577,4164
578,4164
579,4239
580,4119
581,4119
582,4254
583,4119
584,4284
585,4224
586,4179
587,4164
588,4179
589,4119
590,4314
591,4299
592,4119
593,4299
594,4164
595,4119
596,4314
597,4690
598,4585
599,4359
600,4314
601,4314
602,4179
603,4119
604,4299
605,4118
606,4179
607,4179
608,4179
609,4239
610,4254
611,4179
612,4239
613,4239
614,4690
615,4585
616,4585
617,4119
618,4705
619,4239
620,4254
621,4314
622,4239
623,4615
624,4510
625,4119
626,4164
627,4254
628,4179
629,4645
630,4570
631,4570
632,4510
633,4570
634,4570
635,4239
636,4314
637,4119
638,4239
639,4314
640,4164
641,4314
642,4179
643,4254
644,4239
645,4254
646,4179
647,4179
648,4585
649,4119
650,4119
651,4119
652,4239
653,4119
654,4239
655,4164
656,4314
657,4179
658,4164
659,4239
660,4164
661,4179
662,4119
663,4239
664,4179
665,4178
666,4119
667,4239
668,4179
669,4179
670,4119
671,4254
672,4179
673,4254
674,4314
675,4179
676,4239
677,4254
678,4119
679,4239
680,4314
681,4254
682,4644
683,4645
684,4254
685,4374
686,4358
687,4239
688,4570
689,4645
690,4510
691,4645
692,4239
693,4254
694,4179
695,4179
696,4314
697,4119
698,4224
699,4359
700,4239
701,4179
702,4119
703,4254
704,4239
705,4254
706,4254
707,4570
708,4570
709,4585
710,4570
711,4374
712,4254
713,4254
714,4254
715,4284
716,4570
717,4179
718,4645
719,4585
720,4570
721,4179
722,4690
723,4179
724,4119
725,4239
726,4119
727,4254
728,4179
729,4179
730,4119
731,4495
732,4585
733,4585
734,4179
735,4179
736,4510
737,4690
738,4314
739,4314
740,4239
741,4645
742,4585
743,4510
744,4570
745,4615
746,4239
747,4179
748,4299
749,4314
750,4314
751,4119
752,4705
753,4645
754,4570
755,4510
756,4645
757,4119
758,4239
759,4314
760,4254
761,4314
762,4179
763,4239
764,4314
765,4615
766,4645
767,4450
768,4450
769,4510
770,4179
771,4164
772,4645
773,4615
774,4450
775,4570
776,4495
777,4570
778,4510
779,4570
780,4450
781,4585
782,4705
783,4239
784,4119
785,4239
786,4314
787,4239
788,4239
789,4119
790,4179
791,4374
792,4253
793,4164
794,4179
795,4239
796,4630
797,4570
798,4615
799,4690
800,4119
801,4164
802,4510
803,4450
804,4630
805,4570
806,4314
807,4164
808,4374
809,4314
810,4645
811,4119
812,4179
813,4239
814,4570
815,4645
816,4585
817,4374
818,4179
819,4299
820,4119
821,4359
822,4179
823,4119
824,4374
825,4254
826,4645
827,4645
828,4314
829,4254
830,4179
