---Entering main---
Interrupt controller driver initialized!
Connected to Interrupt Controller!
Started Interrupt Controller!
Initialized Timer!
Interrupts enabled!
0,1819
1,240
2,240
3,571
4,571
5,571
6,240
7,240
8,240
9,240
10,240
11,240
12,240
13,240
14,571
15,571
16,571
17,571
18,571
19,240
20,240
21,240
22,240
23,240
24,240
25,240
26,240
27,571
28,571
29,571
30,571
31,571
32,240
33,240
34,240
35,240
36,240
37,240
38,240
39,571
40,571
41,571
42,571
43,240
44,240
45,240
46,240
47,240
48,240
49,240
50,240
51,240
52,571
53,571
54,571
55,571
56,571
57,240
58,240
59,240
60,240
61,240
62,240
63,240
64,240
65,240
66,571
67,571
68,571
69,571
70,571
71,240
72,240
73,240
74,240
75,240
76,240
77,240
78,240
79,571
80,571
81,571
82,571
83,571
84,240
85,240
86,240
87,240
88,240
89,240
90,240
91,240
92,240
93,571
94,571
95,571
96,571
97,571
98,240
99,240
100,240
101,240
102,240
103,240
104,240
105,240
106,571
107,571
108,571
109,571
110,571
111,240
112,240
113,240
114,240
115,240
116,240
117,240
118,240
119,240
120,571
121,571
122,571
123,571
124,571
125,240
126,240
127,240
128,240
129,240
130,240
131,240
132,240
133,240
134,571
135,571
136,571
137,571
138,240
139,240
140,240
141,240
142,240
143,240
144,240
145,240
146,240
147,571
148,571
149,571
150,571
151,571
152,240
153,240
154,240
155,240
156,240
157,240
158,240
159,240
160,240
161,571
162,571
163,571
164,571
165,571
166,240
167,240
168,240
169,240
170,240
171,240
172,240
173,240
174,571
175,571
176,571
177,571
178,571
179,240
180,240
181,240
182,240
183,240
184,240
185,240
186,240
187,240
188,571
189,571
190,571
191,571
192,571
193,240
194,240
195,240
196,240
197,240
198,240
199,240
200,240
201,240
202,571
203,571
204,571
205,571
206,571
207,240
208,240
209,240
210,240
211,240
212,240
213,240
214,240
215,240
216,571
217,571
218,571
219,571
220,240
221,240
222,240
223,240
224,240
225,240
226,240
227,240
228,240
229,571
230,571
231,571
232,571
233,571
234,240
235,240
236,240
237,240
238,240
239,240
240,240
241,240
242,240
243,571
244,571
245,571
246,571
247,571
248,240
249,240
250,240
251,240
252,240
253,240
254,240
255,240
256,240
257,571
258,571
259,571
260,571
261,571
262,240
263,240
264,240
265,240
266,240
267,240
268,240
269,240
270,571
271,571
272,571
273,571
274,571
275,240
276,240
277,240
278,240
279,240
280,240
281,240
282,240
283,240
284,571
285,571
286,571
287,571
288,571
289,240
290,240
291,240
292,240
293,240
294,240
295,240
296,240
297,571
298,571
299,571
300,571
301,240
302,240
303,240
304,240
305,240
306,240
307,240
308,240
309,240
310,571
311,571
312,571
313,571
314,571
315,240
316,240
317,240
318,240
319,240
320,240
321,240
322,240
323,240
324,571
325,571
326,571
327,571
328,571
329,240
330,240
331,240
332,240
333,240
334,240
335,240
336,240
337,571
338,571
339,571
340,571
341,571
342,240
343,240
344,240
345,240
346,240
347,240
348,240
349,240
350,240
351,571
352,571
353,571
354,571
355,571
356,240
357,240
358,240
359,240
360,240
361,240
362,240
363,240
364,240
365,571
366,571
367,571
368,571
369,571
370,240
371,240
372,240
373,240
374,240
375,240
376,240
377,240
378,240
379,571
380,571
381,571
382,571
383,571
384,240
385,240
386,240
387,240
388,240
389,240
390,240
391,240
392,571
393,571
394,571
395,571
396,571
397,240
398,240
399,240
400,240
401,240
402,240
403,240
404,240
405,240
406,571
407,571
408,571
409,571
410,571
411,240
412,240
413,240
414,240
415,240
416,240
417,240
418,240
419,571
420,571
421,571
422,571
423,571
424,240
425,240
426,240
427,240
428,240
429,240
430,240
431,240
432,240
433,571
434,571
435,571
436,571
437,571
438,240
439,240
440,240
441,240
442,240
443,240
444,240
445,240
446,240
447,571
448,571
449,571
450,571
451,240
452,240
453,240
454,240
455,240
456,240
457,240
458,240
459,240
460,571
461,571
462,571
463,571
464,571
465,240
466,240
467,240
468,240
469,240
470,240
471,240
472,240
473,240
474,571
475,571
476,571
477,571
478,571
479,240
480,240
481,240
482,240
483,240
484,240
485,240
486,240
487,240
488,571
489,571
490,571
491,571
492,240
493,240
494,240
495,240
496,240
497,240
498,240
499,240
500,240
501,571
502,571
503,571
504,571
505,571
506,240
507,240
508,240
509,240
510,240
511,240
512,240
513,240
514,240
515,571
516,571
517,571
518,571
519,240
520,240
521,240
522,240
523,240
524,240
525,240
526,240
527,240
528,571
529,571
530,571
531,571
532,571
533,240
534,240
535,240
536,240
537,240
